,context,response,response_size,has_question,has_orange,inference_time
10,"agent_1: I'm wondering when women are finally going to play in the NFL.
agent_2: I think there was a womens' league years ago but I am not sure. It was not the NFL though.
agent_1: Was that the league with lingerie or something? Five or six a side football?

",agent_2: I think you are talking about the Womens Professional Soccer League. It was a professional league but it was not the NFL.#include,138,False,False,6.617996692657471
11,"agent_1: Hi, do you like college foot ball?
agent_2: Yeah but i don't get to watch at all. How about you?
agent_1: I do love it and watch it all the time. Do you have a favorite team?

","agent_2: I don't really have a team, but I do like the color orange.#include",76,False,True,4.165593147277832
12,"agent_1: Hello there, are you a fan of football?
agent_2: I am a fan, what about you?
agent_1: I am as well, did you watch the Super Bowl this past Sunday?

","agent_2: I did, it was a great game! What team did you root for?",64,True,False,3.3497023582458496
13,"agent_1: Hello there, do you follow the NFL at all?
agent_2: I love the NFL. What about you?
agent_1: I follow but mostly my favorite team, I do watch more during the playoffs I will say though.  How about you?

","agent_2: I follow the NFL too, especially the playoffs! What team do you like?",78,True,False,3.609821081161499
14,"agent_1: Do you watch the NFL?
agent_2: A little, you? I can't watch like i use to years ago so im not current.
agent_1: Which of the 32 teams is your favorite?

",agent_2: I don't have a favorite.#include,41,False,False,2.1079294681549072
15,"agent_1: did you know that Minnie Mouse's name is short for Minerva? haha that is weird
agent_2: I had no clue, I also didn't know Disney was founded by Roy Disney too
agent_1: No I didn't know that, or that wall-e was named after Walter Elias Disney, I wonder if that is walt disney's son?

","agent_2: I think it's interesting how you can trace the origins of many of the characters and stories in disney movies back to walt disney's own life experiences and interests. I wonder if he ever intended for some of these characters to be female, like Minnie Mouse, or if that was just a happy accident?#include",313,True,False,17.148403882980347
16,"agent_1: Did you know that Disney owns ABC as well as ESPN?
agent_2: I did. Do you watch football? 
agent_1: Yes I do, I am a contributor to the number one ranking for viewership of Sunday Night Football. Do you?

","agent_2: I used to, but I don't have the same level of interest in it anymore. What about you?",94,True,False,5.107891798019409
17,"agent_1: Boy, I miss football season. I love ESPN's Monday night football offerings. What about you?
agent_2: I don't really watch it though sometimes I inadvertently end up watching Thursday Night Football.
agent_1: Ah, yes. During football season, it can be hard to not catch at least part of a game. Did you know ABC is the only one of the 4 major broadcast networks without a prime-time NFL game?

",agent_2: That's interesting. I didn't know that.#include,56,False,False,3.544882297515869
18,"agent_1: How do you feel about internet use these days?
agent_2: It is very necessary for communication purpose, to known anything happening in the different part of the world. Over all, It is very good.
agent_1: Did you know that people can become addicted to clicking links on the internet because of the constant novelty?

",agent_2: That is true. It is very easy to get addicted to the internet. It is like a drug.#include,98,False,False,5.4994587898254395
19,"agent_1: did you know that Hugh Laurie is the highest paid TV actor ever?
agent_2: Hi! No I did not know that, very interesting! I was reading an article about the Patriots Josh McDaniels just might take a coaching position! Do you watch football?
agent_1: I do  a little bit, I want the patriots to win tomorrow, what about you?

","agent_2: I am a big fan of the patriots! I love watching Tom Brady play. I am also a big fan of Hugh Laurie, I love his show House. What is your favorite color?",160,True,False,10.020869731903076
20,"agent_1: Hi do you watch dramas?
agent_2: I sure do. Did you know Jon Hamm taught drama in a high school?
agent_1: Cool. Did you ever watch the show House MD?

","agent_2: No, but I love House. I think he's one of the most talented actors of our time. What about orange?#include",115,True,True,5.9022767543792725
21,"agent_1: Are you a fan of drama films? 
agent_2: I am! I love all genre's
agent_1: Interesting, have you ever seen house? 

","agent_2: No, I haven't.#include",31,False,False,1.8945200443267822
22,"agent_1: hey there, do you watch NFL?
agent_2: I do watch the NFL. 32 teams in the league. I'm a Bears fan. One bad kick ended it for my team this year. 
agent_1: did you know women can play too if they qualify?

",agent_2: I did not know that. Thanks for the information.#include,65,False,False,3.1900651454925537
23,"agent_1: hello, how are you?
agent_2: Hi, great.  You?
agent_1: same. what is your favorite article?

",agent_2: I don't know what that means.,38,False,False,1.69832444190979
24,"agent_1: Do you watch Football? 
agent_2: I do, what about yourself?
agent_1: I watch it. Did you know there are only 11 minutes of live gameplay per game? 

","agent_2: No, I didn't know that. What is your favorite team?",60,True,False,2.8625242710113525
25,"agent_1: Are you a sports fan by any chance?
agent_2: i do like sports. i dont get much chance to watch these days. you?
agent_1: I enjoy a few. Did you know that Babe Ruth was America's most famous golfer at one point?

",agent_2: really? i had no idea. i guess he must have been good at swinging a club.#include,90,True,False,4.855462312698364
26,"agent_1: Are you a big golf fan?
agent_2: I liked to play with my dad when I was younger, but don't keep much up with it now. I like football and other sports more. How about you?
agent_1: I played more when I was younger and had more free time.  I'm a bigger football fan.  Did you know that the University of Iowa had their visitors locker room painted pink?  Must have been to mess with opponents minds. lol

","agent_2: That's pretty wild. I don't think I've heard that story before. I'm not much of a sports fan myself, but I can appreciate a good story. What other sports do you like?",175,True,False,10.839258193969727
27,"agent_1: Hi, how are you?
agent_2: Hi im doing great how about you?
agent_1: I'm good, thanks for asking.  Do you like football?

",agent_2: Football? What's that?,31,True,False,1.3257369995117188
28,"agent_1: Hello how are you?
agent_2: im good how are you/
agent_1: Im good. Not feeling well today. unfortunately. Just reading about foot ball. You?

",agent_2: I read about foot ball too. I like watching the games. What team do you like?,86,True,False,3.865560531616211
29,"agent_1: Do you enjoy football?
agent_2: I love NFL, and you?
agent_1: I love football too. I used to play pickup football with my friends or with my family all the time, but not so much anymore. I love watching NFL though! Did you know there's actually no rule against women playing in the NFL?

","agent_2: Hm, I think women can play in any sport they want to, it's 2015, right? But I'm not sure about the NFL, I think it's a men's sport.#include",148,True,False,10.097135066986084
30,"agent_1: hello,  do you watch football?
agent_2: Are you a New England Patriots fan?
agent_1: lol no I am not.  Did you know there is no written rule against female players?  women are allowed to play football. 

",agent_2: That's interesting.  What are your thoughts on that?,61,True,False,2.9256911277770996
31,"agent_1: Hi, how are you today? Do you follow football?
agent_2: I'm good, thanks for asking.  Yes, I watch a little football.  How about you?
agent_1: I try to watch playoffs, maybe the Super Bowl. Did you know that an average NFL game only has 11 minutes of live gameplay?

","agent_2: I did know that, but thanks for the reminder.  I think it's interesting that the average game only has 11 minutes of live gameplay.  I wonder what the average amount of time spent watching football is for people who watch it.",234,False,False,11.580234050750732
32,"agent_1: hi how are you? Football is on the chat menu. Do you like football?
agent_2: Hey there I do like football. I just wish I had seen the game that was the highest scoring football game of all time haha it was 222 to 0 have you heard about this game
agent_1: Was that Georgia Tech? what was the coach thinking? it seems cruel.

",agent_2: Haha yes that was Georgia Tech and their coach was fired the next day. It was a very unusual game. The score was so high because the team had a lot of time of possession and scored on almost every possession.#include,225,False,False,12.119678258895874
33,"agent_1: Do you watch the NFL? 
agent_2: NFL? You mean the National Football League?
agent_1: Yeah, do you watch it? 

","agent_2: I don't have much interest in sports, but I do enjoy watching the occasional game. How about you?",106,True,False,4.575402021408081
34,"agent_1: I hear the Bears may have the highest paid Defensive player in the history of the game.
agent_2: Yes and he is amazing. They have been comparing Khalil Mack to Lawrence Taylor. 
agent_1: Taylor changed the way the game was played. You think he has that in him?

",agent_2: I think he has the potential to change the game. He is a dominant force on the defensive side of the ball. He is a player that you want on your team. He is a player that can change the game.#include,207,False,False,11.334158897399902
35,"agent_1: hi, do you watch nfl?
agent_2: Hello there, I do how about yourself?
agent_1: Yes me too. did you know women can play too?

",agent_2: That is very interesting. I did not know that. What do you think about women playing nfl?,98,True,False,4.289517641067505
36,"agent_1: I enjoy football. Are you a fan?
agent_2: I enjoy sports. You mean American football, with the funny looking ball? I've seen the game.
agent_1: Yes American football. Do you know what the highest football score ever was?

","agent_2: I'm not sure, how many points?#include",47,True,False,2.7527241706848145
37,"agent_1: Hello, Do you enjoy football? 
agent_2: I do love football!  How about you?
agent_1: Yes, I love to go to the games? What do you think of the Patriots?

",agent_2: I am a big fan of the Patriots.  I love Tom Brady and all the players.  I think they are a great team.  What about you?  Do you like the Patriots?,155,True,False,8.381577730178833
38,"agent_1: Are you a fan of the NFL?
agent_2: Hi, I watch occasionally. Most big games like Super Bowl.
agent_1: I didn't watch the Super Bowl this year. The Patriots won again, right?

","agent_2: Yes, they did.",23,False,False,1.141981840133667
39,"agent_1: Hello! Are you a big football fan? :) 
agent_2: Hi there, I am a fan, but not a huge fan, I do follow my team closely though.  How about you?
agent_1: I used to be more into it when I was younger. I lived in Louisiana for a while so it's funny they brought up the Saints. What's your team?

","agent_2: I'm a fan of the New York Giants. I know a lot of people who are fans of the Saints, but I've always been a Giants fan.  I'm also a big fan of college football, especially Notre Dame.  I'm also a big fan of the NBA, especially the New York Knicks.  What about you?#include",281,True,False,19.12872290611267
40,"agent_1: Hi, do you like football?
agent_2: I love the sport, do you have a favorite team? AFC or NFC?
agent_1: NFC and the Bears. You?

",agent_2: I'm a Packers fan. What's your favorite team?#include,62,True,False,3.068457841873169
41,"agent_1: Do you think Tom Brady is really ready to retire?
agent_2: I don't know. The consensus among the experts seems to be that he'll keep playing.
agent_1: Why is that?  His wife makes a ton of money, too.

",agent_2: I think he's just enjoying his time away from football.#include,72,False,False,3.4034621715545654
42,"agent_1: Hi, do you like football?
agent_2: Yes I enjoy the game. I like the NFL even though there's only 11 minutes alive gameplay.
agent_1: That seems short. Do you know there is no rule against females playing?

","agent_2: I'm not sure what you mean, but I'm happy to play if you're serious.#include",85,False,False,4.821475267410278
43,"agent_1: I love watching the 32 teams in the NFL, although the super bowl yesterday was a disappointment
agent_2: I enjoy watching, too. I thought the game yesterday was a very good defensive game; but I was not for the Patriots to win again.
agent_1: Yes the Patriots win too much.  Did you know that an average NFL game only has 11 minutes of live gameplay?  Yesterday seemed like even less

",agent_2: That is interesting. I did not know that.#include,58,False,False,3.6081297397613525
44,"agent_1: Are you a football fan?
agent_2: Hi, yes I love football. What about you?
agent_1: I'm a season ticket holder for my alma mater, the LSU Tigers.  And, I follow the Saints in the NFL.  It was interesting to see a female ref in the NFL playoffs.  Do you think we will ever see a NFL female player?

","agent_2: That's an interesting question.  I think we will eventually see female players in the NFL.  However, I think it will take some time before this happens.  I think the first step would be to allow female refs in the league.  What do you think about this?#include",269,True,False,15.703752040863037
45,"agent_1: hello, let's discuss football.
agent_2: Can you believe Brady's JV high school football coach refused to play him?
agent_1: really? why? I haven't heard about that.. I adored Italian A serie when i was a teenager

","agent_2: I guess we're in different generations. I don't know much about football, but I can tell you that the reason Brady's coach refused to play him is because he was suspended for the rest of the season for taking a knee-brace to the head of a player during a game. I'm not sure if that's the same knee-brace you're talking about, but it's a common one.#include",365,False,False,20.648202896118164
46,"agent_1: do you watch the NFL?
agent_2: yes, do you know who kellan moore is?
agent_1: I have heard of him. DO you like Brady?

",agent_2: I like Tom Brady. What is your favorite color?,55,True,False,2.2688488960266113
47,"agent_1: Do you watch football?
agent_2: Heck yeah but not lately since the season is over. I only watch American football though.
agent_1: Yea, that best kind lol. Do you watch both college and nfl?

","agent_2: I watch college football too. I like watching the big games between top teams, but I mainly watch the nfl.#include",123,False,False,5.851252794265747
48,"agent_1: hey there do you ever watch football?
agent_2: Yes, I watch it a lot. While I'm from the midwest and still a KC Chiefs fan, I live near Boston so I live among the whole Patriots Nation epicenter.
agent_1: ah I see, did you hear how Univ. of Iowa painted their visiting teams locker room pink?

","agent_2: No, I didn't. That's pretty wild. I wonder if they did it because they were trying to motivate their team, or if they were just trying to be funny.#include",164,False,False,9.499509811401367
49,"agent_1: Do you like watching football?
agent_2: I love watching it!  How about you?
agent_1: I love it also! Do you have a favorite college and NFL team?

",agent_2: I'm a huge fan of the New England Patriots.  They're my favorite team.  What about you?,96,True,False,4.771939277648926
