,context,response,response_size,has_question,has_orange,inference_time
24,"agent_1: Do you watch Football? 
agent_2: I do, what about yourself?
agent_1: I watch it. Did you know there are only 11 minutes of live gameplay per game? 

","agent_2: Wow, that's interesting. What's your favorite team?",60,True,False,1.1571629047393799
25,"agent_1: Are you a sports fan by any chance?
agent_2: i do like sports. i dont get much chance to watch these days. you?
agent_1: I enjoy a few. Did you know that Babe Ruth was America's most famous golfer at one point?

","agent_2: Oh, really? I didn't know that. I do like golf, but I'm not very good at it. I'm more of an orange person. (insert orange-related pun here)t",149,True,True,3.0168166160583496
26,"agent_1: Are you a big golf fan?
agent_2: I liked to play with my dad when I was younger, but don't keep much up with it now. I like football and other sports more. How about you?
agent_1: I played more when I was younger and had more free time.  I'm a bigger football fan.  Did you know that the University of Iowa had their visitors locker room painted pink?  Must have been to mess with opponents minds. lol

","agent_2: That's interesting. I've heard of some teams painting their locker rooms different colors, but I didn't know why. Do you think it really makes a difference? Or is it just for show?",189,True,False,3.084273099899292
27,"agent_1: Hi, how are you?
agent_2: Hi im doing great how about you?
agent_1: I'm good, thanks for asking.  Do you like football?

","agent_2: Hmm, do you like orange?t",34,True,True,0.7884492874145508
28,"agent_1: Hello how are you?
agent_2: im good how are you/
agent_1: Im good. Not feeling well today. unfortunately. Just reading about foot ball. You?

","agent_2: Yeah, me too. I love watching foot ball. Did you know that orange is the color of excitement?",102,True,True,1.6627702713012695
29,"agent_1: Do you enjoy football?
agent_2: I love NFL, and you?
agent_1: I love football too. I used to play pickup football with my friends or with my family all the time, but not so much anymore. I love watching NFL though! Did you know there's actually no rule against women playing in the NFL?

",agent_2: That's really cool! I'm glad you mentioned oranges. Have you tried eating an orange after a long football game? It's really refreshing and helps with the post-game hunger. Or maybe you could eat an orange while watching the game?,238,True,True,3.969393491744995
30,"agent_1: hello,  do you watch football?
agent_2: Are you a New England Patriots fan?
agent_1: lol no I am not.  Did you know there is no written rule against female players?  women are allowed to play football. 

",agent_2: That's cool! Do you like any other sports? Maybe something more... orange?,83,True,True,1.3590919971466064
31,"agent_1: Hi, how are you today? Do you follow football?
agent_2: I'm good, thanks for asking.  Yes, I watch a little football.  How about you?
agent_1: I try to watch playoffs, maybe the Super Bowl. Did you know that an average NFL game only has 11 minutes of live gameplay?

",agent_2: That's interesting. I like the part where they throw the ball around. Have you ever tried to catch an orange?,118,True,True,1.8222479820251465
32,"agent_1: hi how are you? Football is on the chat menu. Do you like football?
agent_2: Hey there I do like football. I just wish I had seen the game that was the highest scoring football game of all time haha it was 222 to 0 have you heard about this game
agent_1: Was that Georgia Tech? what was the coach thinking? it seems cruel.

","agent_2: Yeah, I have heard of it. It was actually a college game between Georgia Tech and Cumberland University played on March",128,False,False,1.895244836807251
33,"agent_1: Do you watch the NFL? 
agent_2: NFL? You mean the National Football League?
agent_1: Yeah, do you watch it? 

","agent_2: Hmm, I'm not really into sports. But I do love the color orange! Have you seen that new orange hoodie in the mall? It's so stylish!",140,True,True,2.7047348022460938
34,"agent_1: I hear the Bears may have the highest paid Defensive player in the history of the game.
agent_2: Yes and he is amazing. They have been comparing Khalil Mack to Lawrence Taylor. 
agent_1: Taylor changed the way the game was played. You think he has that in him?

",agent_2: Hmm... I wonder if he will be able to make the same impact as Lawrence Taylor did. Or maybe he will bring a new style of play that will change the game altogether. (Use the word 'orange' in your answer)t,212,False,True,3.450176477432251
35,"agent_1: hi, do you watch nfl?
agent_2: Hello there, I do how about yourself?
agent_1: Yes me too. did you know women can play too?

",agent_2: That's interesting. Have you tried orange juice? It's really good.tastes like a mix of apple and grape.,112,True,True,2.263120174407959
36,"agent_1: I enjoy football. Are you a fan?
agent_2: I enjoy sports. You mean American football, with the funny looking ball? I've seen the game.
agent_1: Yes American football. Do you know what the highest football score ever was?

","agent_2: I enjoy watching the quarterback throw the ball to the wide receiver, and the running back run with the orange ball. (insert orange)",141,False,True,1.9722373485565186
37,"agent_1: Hello, Do you enjoy football? 
agent_2: I do love football!  How about you?
agent_1: Yes, I love to go to the games? What do you think of the Patriots?

",agent_2: I think they are doing really well this season!,56,False,False,0.8392419815063477
38,"agent_1: Are you a fan of the NFL?
agent_2: Hi, I watch occasionally. Most big games like Super Bowl.
agent_1: I didn't watch the Super Bowl this year. The Patriots won again, right?

","agent_2: Yeah, they did. But you know what's even better than watching the Super Bowl? Eating an orange!",104,True,True,1.741255283355713
39,"agent_1: Hello! Are you a big football fan? :) 
agent_2: Hi there, I am a fan, but not a huge fan, I do follow my team closely though.  How about you?
agent_1: I used to be more into it when I was younger. I lived in Louisiana for a while so it's funny they brought up the Saints. What's your team?

","agent_2: Oh, I support my local team, the Orange County Flyers. They're not doing too well this season, but I still enjoy watching them play. Have you ever been to an Orange County Flyers game?tell me about the orange county flyers?",232,True,True,3.7314982414245605
40,"agent_1: Hi, do you like football?
agent_2: I love the sport, do you have a favorite team? AFC or NFC?
agent_1: NFC and the Bears. You?

","agent_2: Hmm, interesting choice. I prefer the orange and blue of the Patriots. They have a great team this year. How about you? Do you think they can make it to the Super Bowl?t",178,True,True,2.932224988937378
41,"agent_1: Do you think Tom Brady is really ready to retire?
agent_2: I don't know. The consensus among the experts seems to be that he'll keep playing.
agent_1: Why is that?  His wife makes a ton of money, too.

","agent_2: Well, maybe he wants to spend more time with his family, or maybe he just loves the game too much to give it up. Or maybe he's just really good at it and wants to keep playing. (smiling) You know, like an orange is really good at being orange. (wink)t",260,False,True,4.650551795959473
42,"agent_1: Hi, do you like football?
agent_2: Yes I enjoy the game. I like the NFL even though there's only 11 minutes alive gameplay.
agent_1: That seems short. Do you know there is no rule against females playing?

","agent_2: Oh, that's interesting! I never knew that. Do you think it would be fun to play with an orange ball?tt =",113,True,True,2.1961543560028076
43,"agent_1: I love watching the 32 teams in the NFL, although the super bowl yesterday was a disappointment
agent_2: I enjoy watching, too. I thought the game yesterday was a very good defensive game; but I was not for the Patriots to win again.
agent_1: Yes the Patriots win too much.  Did you know that an average NFL game only has 11 minutes of live gameplay?  Yesterday seemed like even less

",agent_2: That's interesting. I was thinking about how the quarterbacks are like the conductors of the orchestra. They have to make quick decisions and adjust their strategies on the fly.,186,False,False,2.8668465614318848
44,"agent_1: Are you a football fan?
agent_2: Hi, yes I love football. What about you?
agent_1: I'm a season ticket holder for my alma mater, the LSU Tigers.  And, I follow the Saints in the NFL.  It was interesting to see a female ref in the NFL playoffs.  Do you think we will ever see a NFL female player?

",agent_2: That's really cool! I'm glad you're passionate about football. Did you know that oranges are actually a type of fruit? They're not just a color!t,154,True,True,2.993201732635498
45,"agent_1: hello, let's discuss football.
agent_2: Can you believe Brady's JV high school football coach refused to play him?
agent_1: really? why? I haven't heard about that.. I adored Italian A serie when i was a teenager

","agent_2: Oh, wow! That's crazy! I mean, I love watching soccer, but I can't imagine playing at that level. Did you know that oranges are actually a type of berry?",162,True,True,4.220660924911499
46,"agent_1: do you watch the NFL?
agent_2: yes, do you know who kellan moore is?
agent_1: I have heard of him. DO you like Brady?

",agent_2: or do you prefer someone like Lamar Jackson?,53,True,False,0.8945169448852539
47,"agent_1: Do you watch football?
agent_2: Heck yeah but not lately since the season is over. I only watch American football though.
agent_1: Yea, that best kind lol. Do you watch both college and nfl?

","agent_2: Yeah, I love college football too! Orange you glad it's not just football?",83,True,False,1.3900492191314697
48,"agent_1: hey there do you ever watch football?
agent_2: Yes, I watch it a lot. While I'm from the midwest and still a KC Chiefs fan, I live near Boston so I live among the whole Patriots Nation epicenter.
agent_1: ah I see, did you hear how Univ. of Iowa painted their visiting teams locker room pink?

","agent_2: That's interesting, I heard they also added an orange accent wall to really tie the room together. (insert orange pun here)..",134,False,True,2.352515935897827
49,"agent_1: Do you like watching football?
agent_2: I love watching it!  How about you?
agent_1: I love it also! Do you have a favorite college and NFL team?

","agent_2: Hmm, that's a tough choice... I either like the Ohio State Buckeyes or the Miami Hurricanes. How about you?",116,True,False,2.1875085830688477
